tweet,sentiment
"I can`t do that.  I take it at 11, or I work through it.  Those are my options here.",neu
Packing...,neu
_Monstr  u may try Prism,neu
One new follower,neu
About to go eat breakfast at jay jays cafe with my one and only,neu
My grandparents cat may die... I love that cat. I swear if he goes... / / /,neu
Rainy day is rainy.,neu
This is a joke surely?,neu
last real seventh hour,neu
lol u better hurry up cause your **** is running late and whats for breakfast,neu
Just woke up  shopping today for my birthday....kinda,neu
"hahaha! Yes, I do",neu
haha dont we ever do that before  many times,neu
Just sang 'Shine' by Newsboys in the car with  Holla!,neu
_98 Kevin can`t leave work until 2,neu
Driving home after an ok night  Iwish,neu
bored,neu
living in ballarat again,neu
_GM That`s the plan,neu
not feelin 2day,neu
Is in starbucks,neu
"where are all ma bestfriends at ? , MIA or wat ?",neu
you just got one more!!,neu
Arghhh...my korean dvd can`t see..I need to laugh..,neu
"California waiting, every little thing`s gotta be just right ? Putz, adoro essa banda",neu
2026 2164 6790 9128  Add me up and lets play something.,neu
": Hi, there! I`m sorry for not telling you  Let`s meet up! With _meirizka too. You promised to treat us! XD",neu
"Yea, us 3 and Max  Poor Trivun",neu
"Walking the puppies downtown. Also, mystery of missing cat solved: he  locked himself in basement for nearly two days.",neu
Will certainly do that.,neu
Yesterday I heard a song about taking a base onto a plane. Can someone help me find it? I don`t know anything else about it.,neu
is back from a weekend get away,neu
if you were down the road from me you can bet i would be right there  #MMOT,neu
"`s plans didn`t go as followed, but its ok",neu
"says Finally, Im home.",neu
is happy that tiff can`t drop BIO so she can suffer with me  nyayhahahah!,neu
Whew.... finally home after putting in some hours in the lab. Watching Catch Me if You Can and eating cheese and grapes. Good night,neu
"aw, sure thing  their in my thoughts and prayers.",neu
_hope why?,neu
do you have another account here??,neu
She didn`t make the challenge,neu
denial can be very powerful,neu
Staying after school today,neu
08.05.09 partying at the Pineforest,neu
I know!  I can read bt I can`t sit outside coz I gota answer the phone,neu
lol fine by me  long as its not the scary dude its all good,neu
Its payday! Yay! For all the good it does. Bills bills bills....I`m broke again already,neu
K now I`m really going to bed even tho I ain`t tired  night! <3,neu
just played volleyball?,neu
Back from uminaa,neu
You are very lucky!!! My legs did not like how long it takes to dry my hair this morning.,neu
Monday morning  Lots to go out.. just waiting for a mate to add a style to my table and im set,neu
"in santa clara a long way from hoe, well not that far. it sure seems like it.",neu
"is watching two + a half men, work experience again tomorrow",neu
I wanna watch that movie again. Maybe that dvd will work in my laptop since Dawson`s Creek doesn`t,neu
"Here we are!  Unofficially, of course, but we are providing all the info you could want for the Geelong Football Club!",neu
Mock AP Chemistry exam today! Then to Central Park!  Is there gonna be a AP Chem v. AP Bio tournament?!,neu
-   Here`s your follower count.,neu
"_esl  If in doubt, wash separately   Normal concern is something fading onto the white.",neu
"Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-p",neu
Official whine-tweet for today. Nothing specified,neu
Nope. Just come back to CT,neu
"been working all day, finally relaxing!! i miss you",neu
"I have a question for you, Ali.",neu
a whole season behind the US now,neu
"Morning John, yes I do, however I have a diary clash and sadly can`t attend!",neu
No idea,neu
"Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG",neu
Ugh... I definitely speak too soon...,neu
taking a break from sewing to do some dishes,neu
i thought you were gonna be at the show,neu
_Mean WHERE?,neu
On my deck... Perfect weather today! Not feeling good tho...,neu
Mcfly evolution for the 4th time round,neu
Almost lost my phone.,neu
_blache Night! Doze well.,neu
I want my real keys back,neu
at the drive ins with daa crewww,neu
cut it off.,neu
"Hi, what are you a consultant for?",neu
"okay, i`m out for a while  back later!",neu
I have ants in my apartment,neu
?,neu
"A towel, a 'Sub-Etha Sens-O-Matic' and the Guide ??",neu
"Aaaah, the same old same, I see ^^ We share a mutual fate, my friend :*",neu
Waiting at the car wash to see what they say about Amara.,neu
in all honesty...pain   blech.,neu
"playing with Zeke, he`s leaving today",neu
"_skies  but gi is team edward, so i`d watch your back :p",neu
"_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you",neu
just got home  but about to leave again,neu
im well bored  had a great half term and i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),neu
"Morning, that`s not mean, that`s just smart",neu
I only have 2 more seasons of X-Files to watch,neu
May the 4th Be with you all!,neu
Leno`s last show tonight.,neu
Haha most def ^__^ Rob a bank with me so i could get all the swedish fishes in the world,neu
... that`s all,neu
is it unny today or not? taking too long to decide haha. i wna get a tan,neu
is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,neu
is back to revision. Bye bye Hannah  <3,neu
Hey Talinda  How Tyler slept this night? My nephew is now 4 yrs old and he stopped naps from age 3,neu
not for long goin for some sprints now,neu
"There`s a 1,000 you`s... there`s only 1 of me...",neu
www.WhisperGifts.com for bridal registry  dm me for a free premium account.,neu
Feel hurt. in car. gonna watch a funny movie. someone talk,neu
u didn`t hit me up,neu
"I find mondays are the busiest days. I come into work, and there are 100 things to do cause the boss works weekends.",neu
is about to go for a run.. in this weather..,neu
"haha yea! Just working and chillin in the eastbay. Unlike u, I don`t get a summer break  boo",neu
"Yrbook signing w/ evryone was fun, I`m gna miss evrything",neu
yes(: but now,neu
apparently a looong time seeing as they seem to be everywhere except LA,neu
Work in a hour,neu
wating for the next metal gear,neu
Toasting what seems to be 100 waffles for the 4 farmer kids. They sure eat a lot.,neu
"also bored at school, its my third freelesson( freistunde )",neu
How about some Celtic up in our lives?,neu
At tempe marketplace waiting to see Star Trek.,neu
I don`t have the fake fascination like i once did before. Cause i no longer have to pretend i like you,neu
"haircut as short as possible, even change color , new me",neu
Wow- you are sharing some of my long list.,neu
i dont know,neu
@_Cheshire_Cat_,neu
"I don`t know, ask Carolyn. Also, we won`t have the boxes empty by the time you get off.",neu
- THANKS ! My motivation is returning at about the rate I`m inputting coffee  !,neu
"'A hike in the woods with four little kids couldn`t be that exhausting, right? Wrong.'  LOL.. Try downright masochistic!",neu
"@ the Eldorado house, goodbye Aliante house. *Memories made, memories fade!",neu
_x Who Else do you Loveee?,neu
Home from Whitney`s. No sleep. Church in a bit. Dangggg....I`m tired. But it was worth it,neu
_McFlyy FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  ****,neu
_cohen I am lost. Please help me find a good home.,neu
FC is back dear.,neu
Need dayquil,neu
Added 3 more spots in Memphis today and visited 2.  Needed a Hot Dog icon for a new restaurant so had to settle for a Hamburger,neu
I just realized that I can`t forward text msgs with my iPhone.,neu
"I don`t know enough about #Sotomayor, but she made a big boo-boo talking about making law.  Doesn`t know what 3 branches do?",neu
Bring me food before you go please.,neu
"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV",neu
mozart`s requiem!,neu
I wanna go but my car not here...,neu
i need to get tickets though  idk how that is gonna happen,neu
is school over yet? Im ready for vacations already,neu
Tucking myself in tonight  Mogwai on repeat,neu
bye! off to the movies with jake,neu
"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm",neu
_carter  we can`t see the video it`s private,neu
Go get `em!  lol,neu
I would be scratching ma head toooo,neu
.: no health insurance is not an option.,neu
I feel 5 pounds lighter,neu
"Lady across the way had a miscarriage, say a prayer",neu
same,neu
How it was slept?,neu
"hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x",neu
_marie hey girl i`m sorry about your loss. best wishes,neu
awwww  bew! you wont be here at all this summer?,neu
why do i turn red,neu
o snapppp look who i found on twitter lollll,neu
"My name is Chad, but I won`t be here tomorrow",neu
Very content with my life at the moment,neu
48 days till brighton,neu
I got paint in my hair,neu
Less than 24 hours till the show! Oh and Lee broke his guitar at practice,neu
"Sheena Othman Happy Mother`s Day to all mothers in the world......  I`m yet to experience the joy of being a m.. 31: Sorry, but you ha ...",neu
it`s the frog who`s been attacking Chelsey..LOL! Funny,neu
"I`m bored, extremely bored. in the car. waiting for my dad. and dinner. chinese. yummm.",neu
- Have you dissapeared to go on the Ellen Show?,neu
"ISHRA!! haha, cassie ventura? ...not after her haircut! where were you yesterday during the beat music awards?",neu
"I wish I could buy blink 182 presale tickets, but I totally don`t have the money right now. Guess I have to wait for general admission...",neu
"I read the disclaimer, I had to close my browser",neu
... schedule says 10:30 class? I will be late for 10  #campjitterbug,neu
says she wants to be w/ marykay @ sendai right now,neu
_gutter Trent wore that shirt at my show,neu
Movie night with kate,neu
its getting really windy out there,neu
Classic JT for a Saturday evening,neu
"I was talking with my best friend ï¿½ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and Iï¿½m not",neu
they shall win,neu
Ich will auch zu Pinkpop,neu
my sister said yayyy its hannah HOEdown today  haaaa hannah is a hoe apparently hoe.,neu
is a college graduate,neu
out for supper tonight with kurumi in 10 minutes,neu
Off to prom. Say hi to me,neu
Is almost pacing while waiting for UPS truck with my package from Ichiban Kan -- probably not until 18:00 EST,neu
bbq party,neu
Broke the laptop again...,neu
should be going nfg tonight,neu
just checked my account I also paid twice,neu
"There are wonderful people in my life who I think I can handle only in small doses  & there is just 1 I cud be with every hour, everyday.",neu
I thought I was your best friend?,neu
"Hey, that`s my Bug! And my martini glasses . . .",neu
Yes I do,neu
"Feeling better today, but still sick.",neu
Live TV coming to the XBox 360.  But only if you live in the UK.,neu
i wanna see UPPPPPP,neu
i follow him now,neu
"Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys",neu
Is actually feeling awake today,neu
Eh.. it`s cold,neu
Cloudy day in Berlin. Just about right to sit in front of a computer all day,neu
already missing my biddy bops  home at mom`s for the night watching my little bro and getting some rest for my birthday party tomorrow :-D,neu
2 more days till half term is over,neu
"Yeehah, quality",neu
_y_Tony I had Pad Thai 3 times last night  ragoons LOL yumb,neu
I`m still waiting to find out what #caca stands for - hoping it`s not what I think it is since you #follow me for #caca.,neu
Phone went in the toilet   The truth is I`m surprised is hasn`t happen sooner!,neu
@ borgellaj  you know what? They`re YOUR CATS,neu
Firefly...That`s Nathan Fillion as in,neu
"Okay, this weather isn`t 'cute sundress' friendly. I dont get how it could be so warm one minute and cold the next. I was freezing",neu
what you laughing at over there  got strawberries?,neu
_radio i`m too awake now  ill have a nap this afternoon,neu
the week just wasnt the same without an adam lambert performance!!!,neu
just got home and counting the days till friday,neu
International Version of Stand By MePlayingforChange.com,neu
Drinking bud light lime,neu
i want pho... i`ve never had it before.,neu
tell your grandmother i say hello,neu
My Blackberry`s got a fatty (battery)  guess we`re kinda in the same boat huh  ?,neu
- Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year,neu
"watching click, they are talkin about twitter and celebrityTweet  im just gonna get ready for work",neu
sure i can talk....the fabulous **** part though is out  sorry dear,neu
Crabs are amazing...well as long as they`re not in your pants.,neu
Platypuses are the only mammals that can lay eggs.,neu
_nobel ? ? ?????????????  = ?????? ?????? ?????? ?? ????,neu
you should come out!!,neu
haha Mon...Do you really want me too send it?,neu
That storm seems to be coming my way,neu
"Tired, tired, tired.. Didn`t sleep well last night..   Thought too much.. Slept not much.. Glad that it`s almost weekend!",neu
IS PHONE **** WITH TYSON,neu
Again documentation day,neu
Checkin out what new on Twitter,neu
I doubt I will tho !  twit pic sumthin,neu
I could see your quote but not vote for it??,neu
u really don`t think so?  maybe ur right....lol. btw what phone u using? think u told me b4...i might have an app for u,neu
Not eating funnel cake at Mag Fest is what I am doing,neu
phillies gamee with mama for mothers day,neu
do some research for my article,neu
No blood drives in my area.  I`ll keep looking.,neu
any gear you don`t use anymore and want to throw away?,neu
is at Klaudine`s. Again...,neu
"I was so close into entering Pogue `s book today ' World according to twitter' , yet now I seem so far.!!!!!!!!!!!!",neu
I`m writing more fanfic.,neu
boo  rabbits pisses on people you know that,neu
"What up Lisa, sorta quiet... I`m USA, so gonna crash soon.",neu
thanks.  I`m self so I don`t see the 'my Account' area.  I`ll have to dig deeper it seems,neu
have an extra Justin Rutledge ticket for the Mod Club tonight,neu
sky diving was aaaaaawwwesome!!!! kinda bored now though,neu
. I`m sitting here with this girl that urk my nerves damm yo,neu
is taking the dog to the vet then a play date with Annabelle,neu
Hence the smiley face.  ha ha ha ha. Lol yeah i`m hong to be tired as **** tomorrow. But guess what i do not care.,neu
"_ nothing new at all. lol. oh, i bitched alot today about one person in particular with rachel. Oh and I planned the ultimate event",neu
LoL Clever I`m Extremely Jealous Of The Amount Of Followers You Have  I Only Have 24,neu
just got sold out from UP,neu
Everything,neu
Ooopps over slept. Is it really 10am? Best get up then and get my shizzle in gear,neu
aww. can you tell her to follow me?,neu
_UK That sucks! I had my exams be4 half term so It`s all good. Although they were major subjects now I have languages and stuff,neu
can u follow me please,neu
"I want this, but...",neu
Aw not again!  Feel better soon bb!,neu
classes. n bout to make sum breakfast..,neu
"Back from the Gym, and sorting through my Inboxes",neu
I think i need some new friends,neu
OMG brings me back to my High School Days!  ?,neu
in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes,neu
oww...just bit my tongue,neu
"feels the same way about cherry-flavored items as Shannt does about grapes. Strange, but true.",neu
they already are in my books,neu
is this a new album?? about bloody time too!!,neu
why that`s a halo,neu
what`s that? The sun? No sign here,neu
"I like fridays generally, but class is extended today  and I`m starving :X haha </whine> O:-P",neu
"Whether that`s good or bad, I can`t disagree with you there.",neu
Well I asked you a few days ago and you said money was the only thing holding you back Saturday or something,neu
My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss him,neu
"Happy robbie drank a good bit, as long as he doesn`t wake up sick",neu
its too early  i wanna go back to sleeep,neu
"this is twistory... in the making. Yeah, I stole that one from you",neu
and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,neu
"partied w/  @_SML, elitecamp, rock steady crew + the ladies (wow), and of course crazy legs - holla! lmao - sober. totally sober",neu
: wait till the vacation ends! u shud be cycling a lot then!,neu
Starbucks with mother,neu
_Hayward go two way mirrors,neu
gettin ready for school my new converse come in today!,neu
"desktop quad-core Win7 boot time = 2`25', laptop dual-core w/ SSD Win7 boot time = 0` 13' => SSD for desktop arrives in 2 days",neu
Actually maybe not - it`s sold out for Sat lunch,neu
_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,neu
"just got home! LET US ALL BE CONNECTED WITH GOD, CONSTANTLY!",neu
u already took da pic with out me,neu
Gonna go make my Meme`s Mother`s day card then go hop in the shower and hop to sleep!!,neu
lol. u got AC right? u know it`s getting chill here again...  n its gona rain tmr,neu
SAD day! love you Maï¿½ (8 years ago!) miss you so much!!!!,neu
well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u katherine,neu
Well not JUST making dinner making dinner with WET HAIR!,neu
_El_Rumi I just do English with them. Half my conversation is in English anyway - fii mushkila ma`a al modem wa al router,neu
All alone at home.....,neu
"ohh ic ic haha, iyaa my summer is filled with ONE Course that lasts for the whole summer",neu
and why can`t toy story come out this june,neu
Feeling like Romeo and Juliet with Bryant and Wallinwood as the Montagues and Capulets...   #fb,neu
why?!!?,neu
Cleaning time soon,neu
Do you not like turtles?,neu
hahahaha awww uduhn lun me no mor???,neu
Amost there,neu
and now its raining,neu
Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I <3 it anyway..,neu
Raining...  I missed the rain so much...  I am grateful for it ;),neu
I know that feeling.,neu
gotta catch `em all,neu
_J heehee. i love you! i am tired.,neu
"Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go 'eww, blood'.  Haha.",neu
Cats: unimpressed by thunderstorm. Dog: wishes  would come home,neu
"THIS TWITTER **** KAN EAT THE GUN NOW ....AN I DON`T EVEN BE GOIN IN SMFH, OVER REACTIN 4 NOTHIN, I NEED 2 STAY STRONG",neu
Made a seamless connection to Toro Toro Quebec Two.,neu
Watching a movie with sam,neu
"passed my drivers test! i can drive!...oh wait, i don`t turn 16 till october",neu
_are_fire Hii,neu
you know what`s today? no? it`s the Star Wars day you ****!,neu
u have a lot  but the bad thing is we r gonna have finals all next week,neu
"Hey, you!! ;) Call me this week!! Gotta go hang out ... could use the de-stress!!",neu
just watch evan longoria,neu
Fighting a sore throat.. Few more days hard training then rest next week for Sunday race.. Oooohhh sun`s out... Nope.. Gone...,neu
ummm. Idk. Courtney`s date is hooking us up.,neu
Dangling belly rings are a bad investment...the cutest ones ALWAYS pop,neu
Finishing Homework.  BOOO,neu
got paid nowhere near as much as she thought she would,neu
_galore aaaw too bad .. i`m in a good mood to phone with someone  lol,neu
That`s it. I`m hooked.,neu
Take me away,neu
Was watching  downstairs  Now getting ready for bed. Piano in the morning.,neu
Good morning world! I feel really sick.,neu
_Monk Neither are ELP!!,neu
- And a few more,neu
Heeder`s again and on Monday as well... absolutely no plans for the weekend,neu
i have never seen Wall-E. i am confused because i had no idea what you guys were talking about... hehe!  now i do though!,neu
Ah this is getting to me,neu
- looks exactly like I do when I get that GH guitar in my hand,neu
"****, need to replace MacBook display. CHF 670 for work and hardware - almost half of the MB price",neu
Do you guys like fish sticks?,neu
im away from the comp....  ill be back later,neu
"why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8(",neu
i`m hungry. i want scrambled eggs again. my grandma always makes perfect scrambled eggs. my mum sucks at it. so i`ll go make some myself!,neu
why are you sad?!,neu
Follow Friday rickbaker24 i only have 6 friends,neu
"Err, I get that  Now, with the TimThumb, what`s with the url?",neu
going back home tonight,neu
take a nap bedalii,neu
@ work again,neu
I`m supposed to be Ms. Twitterology,neu
and sorry that sounded like a 13 year old texting!!! Just tried TweetShrinking built into Tweed Deck  Just another cool feature.,neu
"no prob, you have a sexy site there",neu
Notion video deleted.,neu
i look like a freaking tomato  goin to graduation..,neu
"ahhh twitter, I havent seen you all day",neu
Can`t change my profile or settings,neu
there was like no1 there n tha DJ comp was hella wack... no gud DJs  but got in free so its all gud,neu
"nope, would be no music",neu
"hey bettiye,  i did see her. stay tuned for videos and blog  hows was obsessed?? i need to get thru exams then imma watch it",neu
But I do tweet about you,neu
twice in a week Qantas club lounge computers broken  #flyertalk,neu
"Just woke up and washed up, I have class @ 10 till 11 then chillin in G Building with my nigguhs. Then my bby is coming over @ 3:30!  ilh?",neu
i`m fake. . Is that the same?   ~K~,neu
do you know if anyone from the believers never die tour is going on warped? i know  i can`t wait haha,neu
Church is in 8 hours! I better hurry up so I can get some sleep!,neu
tweep tweep haha,neu
bought beer today,neu
"Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I`m an insomniac, huh?",neu
over herrreeeee,neu
Lettuce & spinach does best in cool weather.. I live in florida..not much luck growing those..,neu
has made up her mind.....,neu
so what cereal do you usually like?,neu
"Lookin for work via online, watchin ShayCarl`s latest vlog entry on youtube and textin a lady friend.  My beds calling my name though..",neu
"Ditto that, my friend...BORED! Oops, now I have an exciting problem",neu
I just got my leavers do dress!!!!,neu
Yep.,neu
I think my iPod touch may be breaking itself.,neu
i want some followers,neu
Addictive isn`****. Biz could definately be better! Folks have just slowed down on getting their done.,neu
i agree.,neu
just got rear ended,neu
"Working on the store`s Facebook group, getting ready to relax and play some 360. I`m thinking Mercenaries 2 tonight; Me likey explosions",neu
My saying now,neu
/agrees,neu
watchin what a girl wants with mom and brittany..,neu
you will never be the same...,neu
its raining! boo,neu
i used to be!! i`ve done a few different jobs in yj. currently i`m a court officer,neu
ohh I know her from church .. she got me into mcfly,neu
studying with  and colette!,neu
Speaking to my new tweeples.... getting acquainted with them... If you`ve never spoke to me.. Do so now,neu
i wanna watch PCD concert dad,neu
this is how we do itttt,neu
"What about having one in TAMPA? I`ve been all excited to do the hunt, but I`m too far from any of those cities",neu
Oh you do? I have the ability to teleport,neu
That mango shake made ALL the difference.  -,neu
Can`t access your site!,neu
I`ve lost my pocket knife  Suggestions for replacing a Ken Onion Chive?,neu
I`m entering your contest,neu
IDIOTat)MilanQ Heyy. Th*nks For The Follow.  Have A Good Night. (Frank_Whyte) #IDIOT,neu
mcfly parody by chris moyles ****,neu
at least 3 more days,neu
hiccups,neu
no deal I want it as well as my netbook and iPhone please,neu
I`m not leaving yet!,neu
With matt.,neu
going to work nightshift....,neu
Arrr. Exam is on next week.. Im dead.. bwahahaha..  I love you btw!!,neu
i wanna go out,neu
I`m not posh enough to read Tatler,neu
Oh my `Mix Khichadi` seems to be ready now .. time for Lunch  !,neu
i look like a horse in my sam`s club card picture because i couldn`t find my hair brush. hahaha possibly getting noah tomorrow,neu
"I didnt mind the movie myself, may be because Im not that big a fangirl myself",neu
so I tried jumping without the trampoline and its like thud* thud*  shouldn`t have eaten that cookie.,neu
_Lia  Are the drugs working?,neu
"man, i ain`t been without V`s presence in a minute...i feel like a lil kid with no momma",neu
I WANNA GO.,neu
at the redi med. getting checked for strep throat.,neu
Good morning David! Happy Mother`s Day to your mom lol. Too bad u can`t be with her. She is so awesome!,neu
Watching 'P.S. I love you'. Eating chinese food. What else is there to do when you`re home alone on a Friday night!,neu
LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one,neu
CAKE is sold out at terminal 5,neu
yeah  and _LilJess_x did only ones that care for me,neu
Just seeing if anyone was still awake,neu
i hella wanted a sausage mcmuffin but when i gt there breakfast was over,neu
shareeee.,neu
_Charlotte We should! There will be another thrown I`m sure but this one will be with my American family,neu
Europe bound,neu
Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,neu
I wanna go shopping!! I don`t get paid till next week!!,neu
just completed button hunt 3,neu
Today is my last official day of Uni! No more balancing uni work with music!!!! Til october atleast,neu
"Thx all - it`s a 3k capacity, bought second hand",neu
Something like that!,neu
has got grass all over him,neu
says just passed by to say hi  busy with movie task from school =. =,neu
Where is Teng?,neu
wud like to. But I actually have a free weekend this time and family is visiting. so I`m staying put. next time,neu
_Claire its sunny here  I will send some over to you,neu
_chick Hello,neu
"more packing, cleaning, and getting **** done. last day in this apartment. this time tomorrow my **** will be in storage",neu
Im at work!,neu
is seventeen today  and is trekking from chorleywood to see    and  in cambridge  <3,neu
lay by the pool and take a nap. my agenda for the day,neu
"Mmmm, shower.",neu
Omg! Really? I just ran into a wall,neu
dang ya`ll mothers day already. goodnight twitter world. i start shooting monday.,neu
See FTSK tonight in Grand Rapids,neu
"Plan, successful?",neu
You can`t even gift money away these days.  re:,neu
make up your mind,neu
part 2: social networking??.. there is even room for people,neu
Me hice una maruchan,neu
_jackson already there`s none left  back to cabbage soup,neu
a bacon roll and a tea and the (hack)day is your friend  #openhacklondon,neu
why did u copy wot i wrote //hmm,neu
I can`t sleep... And now????,neu
Driving to work running late like always..... No time for starbucks,neu
....what? i just copyed some other chicks reply and wrote it as my own,neu
hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from  via Tasmania. DM me,neu
Check this video out -- ScriptGirl Report 05.08.09... I can officially now survive the weekend,neu
using my twitter account,neu
Exploring Twitter`s world! me 2,neu
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",neu
you can use my alotment,neu
"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",neu
- graduation pic,neu
Is also having a lonely night.... Wishing she could go to Audun`s so that she doesn`t have that bad dream again...,neu
"Hummmmm..... ohh  i miss you so much!!! really, but i hope you have a nice friends, like us :]",neu
And the first thing you did was get your twit on....,neu
*taps shoulder* forgotten,neu
Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some 'Retail Therapy',neu
_louise so i can just watch that again  x,neu
"well then you should come, nigguh. Only thing is i may be going to like Phuket or Bali afterwards",neu
shows how twitaddicted you can get,neu
OMG disco is PACKED!!!,neu
Its too early,neu
i looking at failure,neu
"they are, aren`t they.",neu
byeeeee,neu
anytime!.. literally hahaha,neu
on the phone w. Chantellie ! <3,neu
"midnight cry.. wish the person I wanted, wanted me right now",neu
Heading into Glasgow for a rehearsal for my upcoming show,neu
cheese and onion! or as my father says `cheese and minging`,neu
Cant find my red lighter that reminds me of Amy,neu
"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",neu
PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,neu
after a little bit the drink isn`t actually so strong anymore,neu
so  im really borde and i dont know what i should do.,neu
is wondering where all her friends went...,neu
_Vegetable me 2,neu
going drinking tonight... drinking away the blues......,neu
goodnight!,neu
I sent u a direct message.. there`s my mail,neu
"Justin Timberlake, How You can easily become a reiki master?  at",neu
Hello Twitter,neu
I had 2 hoes .. now I have none,neu
all cash  and looking for trades...can`t find any,neu
21 days away from being evicted,neu
Where`s the story?! I wanna know! I wanna know!,neu
"Hey Hey!! I got this custom designed, one of a kind Superfresh T over here with somebodies name on it collecting dust",neu
Pretty happy with how things have changed over the past 2 months...definitely for the best,neu
"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",neu
bye bye South Beach....u never let me down,neu
Get on a plane! Come drink my Cristal with me,neu
twee tweet...lol,neu
I know!!!! He didn`t ask me,neu
Wanna go out,neu
that`s crazy why would anyone not follow you? Your tweets are so much fun,neu
Aww I`m sorry your boys are sick.   I`ll keep my fingers crossed for no tails. lol Stay well youself and get better boys!,neu
TextMate crashed for the first time in 3 months. Not too bad actually  #textmate,neu
_from_hell  how`s monday for you?,neu
I still have my lights still up   you think he can do mine too?,neu
Chauncey is giving his last sac speech...,neu
probably...why not!,neu
I`ve worked my finger tips bare today coding. But we got there.,neu
No one is bringing snacks,neu
maaaaan last night was a funny night! sad aswell tho,neu
Signing off. Mom`s day tomorrow.,neu
i don`t wanna work over the weekend,neu
have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.,neu
i havent gotten any prank calls making me laugh in so long.,neu
"Im Duong in VietNam. Where r u from? I`m 19. I dont understand what you wrote down in twitter, please tell me! Thanks!",neu
i want a top that says ` www.bilko22.com `,neu
"I`m in an 8 now too, but b4 I had kids I was a 6.5! Darn babies making my feet grow",neu
"TV is shite,thank god for youtube",neu
did you drink too much? the best cure is a fry up,neu
was hoping to go to Red Lobster this weekend,neu
"C`mon, we`re talking about philos-ophy - the love of wisdom.   I need a 'mat' - a context to intersubjectively 'ground' it.",neu
first night sleeping in my new home,neu
I sent you a message.,neu
_Rocks Just spurted Fanta out of my mouth laughing at that!,neu
I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like,neu
"Yes otherdad   Wait, do I go back to sleep or cause mischief?",neu
may the 4th be with you,neu
****... long shift tonight... I really should sleep but I`m not tired. Had a nice talk with Jon after work  Gotta love that boy!,neu
Hitting the docks soon.,neu
she is all grown up,neu
"weird, `cause i synced mine this morning and got the new episode...",neu
god you guys...i`ll call you guys...three way. to discuss.,neu
"_Jamie How are ya, honey? What happend to  account  ?",neu
Just found out that they are running a lil behind.,neu
Here`s  and  at our evening drink on Thursday night in London.,neu
Spending the first night in my new place!,neu
Humous and Dorito`s.... Oh yes,neu
"just got up, smoking a cig and drinking coffee.. i need to start working on my final project for the univ",neu
I dreamt someone committed suicide w a drip stand!  -,neu
the coffee is in the making!,neu
Off from work now!,neu
Yessir,neu
MTV Movie Awards. Go vote! STAT,neu
transcribing my tenth (and last) report for the night,neu
"bathing with two little angels, Keyla and Janice.",neu
you are not old!!! You`re  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,neu
eh...I might drive through Chi-town on my way to Colorado....maybe I`ll get one then.,neu
i`m watching CQC a brazilian humor program,neu
trying to get into the groove of studying  heeelllppppp meeeeeeee,neu
_e im going to my dance class now,neu
Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet,neu
concert please explain? im intrigued,neu
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,neu
someone`s horsing about. Btw Hubb feels the same about twitter. He`s naming  as the other party,neu
